timestamp,pod,value
2023-04-23 14:18:44,adservice-85464c648-xhjqs,0.8206811653672664
2023-04-23 14:18:49,adservice-85464c648-xhjqs,1.0958904109589023
2023-04-23 14:18:54,adservice-85464c648-xhjqs,1.0958904109589023
2023-04-23 14:18:59,adservice-85464c648-xhjqs,1.0958904109589023
2023-04-23 14:19:04,adservice-85464c648-xhjqs,7.467330429371495
2023-04-23 14:19:09,adservice-85464c648-xhjqs,7.467330429371495
2023-04-23 14:19:14,adservice-85464c648-xhjqs,7.467330429371495
2023-04-23 14:19:19,adservice-85464c648-xhjqs,12.886132353826705
2023-04-23 14:19:24,adservice-85464c648-xhjqs,12.886132353826705
2023-04-23 14:19:29,adservice-85464c648-xhjqs,12.886132353826705
2023-04-23 14:19:34,adservice-85464c648-xhjqs,12.886132353826705
2023-04-23 14:19:39,adservice-85464c648-xhjqs,13.169968154585195
2023-04-23 14:19:44,adservice-85464c648-xhjqs,13.169968154585195
2023-04-23 14:19:49,adservice-85464c648-xhjqs,13.169968154585195
2023-04-23 14:19:54,adservice-85464c648-xhjqs,17.541183648566204
2023-04-23 14:19:59,adservice-85464c648-xhjqs,17.541183648566204
2023-04-23 14:20:04,adservice-85464c648-xhjqs,17.541183648566204
2023-04-23 14:20:09,adservice-85464c648-xhjqs,20.991973657131087
2023-04-23 14:20:14,adservice-85464c648-xhjqs,20.991973657131087
2023-04-23 14:20:19,adservice-85464c648-xhjqs,23.069207622868618
2023-04-23 14:20:24,adservice-85464c648-xhjqs,23.069207622868618
2023-04-23 14:20:29,adservice-85464c648-xhjqs,23.069207622868618
2023-04-23 14:20:34,adservice-85464c648-xhjqs,14.298093587521665
2023-04-23 14:20:39,adservice-85464c648-xhjqs,14.298093587521665
2023-04-23 14:20:44,adservice-85464c648-xhjqs,14.298093587521665
2023-04-23 14:20:49,adservice-85464c648-xhjqs,18.17837530770687
2023-04-23 14:20:54,adservice-85464c648-xhjqs,18.17837530770687
2023-04-23 14:20:59,adservice-85464c648-xhjqs,9.833585476550672
2023-04-23 14:21:04,adservice-85464c648-xhjqs,9.833585476550672
2023-04-23 14:21:09,adservice-85464c648-xhjqs,11.794770984863371
2023-04-23 14:21:14,adservice-85464c648-xhjqs,11.794770984863371
2023-04-23 14:21:19,adservice-85464c648-xhjqs,11.794770984863371
2023-04-23 14:21:24,adservice-85464c648-xhjqs,16.804245283018876
2023-04-23 14:21:29,adservice-85464c648-xhjqs,16.804245283018876
2023-04-23 14:21:34,adservice-85464c648-xhjqs,13.929454055268476
2023-04-23 14:21:39,adservice-85464c648-xhjqs,13.929454055268476
2023-04-23 14:21:44,adservice-85464c648-xhjqs,13.929454055268476
2023-04-23 14:21:49,adservice-85464c648-xhjqs,11.614997010846354
2023-04-23 14:21:54,adservice-85464c648-xhjqs,11.614997010846354
2023-04-23 14:21:59,adservice-85464c648-xhjqs,9.389671361502378
2023-04-23 14:22:04,adservice-85464c648-xhjqs,9.389671361502378
2023-04-23 14:22:09,adservice-85464c648-xhjqs,9.389671361502378
2023-04-23 14:22:14,adservice-85464c648-xhjqs,6.86135051460129
2023-04-23 14:22:19,adservice-85464c648-xhjqs,6.86135051460129
2023-04-23 14:22:24,adservice-85464c648-xhjqs,6.86135051460129
2023-04-23 14:22:29,adservice-85464c648-xhjqs,6.86135051460129
2023-04-23 14:22:34,adservice-85464c648-xhjqs,10.895261589063612
2023-04-23 14:22:39,adservice-85464c648-xhjqs,10.895261589063612
2023-04-23 14:22:44,adservice-85464c648-xhjqs,9.669768290457966
2023-04-23 14:22:49,adservice-85464c648-xhjqs,9.669768290457966
2023-04-23 14:22:54,adservice-85464c648-xhjqs,9.669768290457966
2023-04-23 14:22:59,adservice-85464c648-xhjqs,10.730858468677472
2023-04-23 14:23:04,adservice-85464c648-xhjqs,10.730858468677472
2023-04-23 14:23:09,adservice-85464c648-xhjqs,10.730858468677472
2023-04-23 14:23:14,adservice-85464c648-xhjqs,10.730858468677472
2023-04-23 14:23:19,adservice-85464c648-xhjqs,25.862504419861583
2023-04-23 14:23:24,adservice-85464c648-xhjqs,25.862504419861583
2023-04-23 14:23:29,adservice-85464c648-xhjqs,8.299503834009938
2023-04-23 14:23:34,adservice-85464c648-xhjqs,8.299503834009938
2023-04-23 14:23:39,adservice-85464c648-xhjqs,8.299503834009938
2023-04-23 14:23:44,adservice-85464c648-xhjqs,8.308895405669595
2023-04-23 14:23:49,adservice-85464c648-xhjqs,8.308895405669595
2023-04-23 14:23:54,adservice-85464c648-xhjqs,10.35763142466291
2023-04-23 14:23:59,adservice-85464c648-xhjqs,10.35763142466291
2023-04-23 14:24:04,adservice-85464c648-xhjqs,8.423939661083352
2023-04-23 14:24:09,adservice-85464c648-xhjqs,8.423939661083352
2023-04-23 14:24:14,adservice-85464c648-xhjqs,8.423939661083352
2023-04-23 14:24:19,adservice-85464c648-xhjqs,8.423939661083352
2023-04-23 14:24:24,adservice-85464c648-xhjqs,7.681012086298426
2023-04-23 14:24:29,adservice-85464c648-xhjqs,7.681012086298426
2023-04-23 14:24:34,adservice-85464c648-xhjqs,8.084226358338029
2023-04-23 14:24:39,adservice-85464c648-xhjqs,8.084226358338029
2023-04-23 14:24:44,adservice-85464c648-xhjqs,8.084226358338029
2023-04-23 14:24:49,adservice-85464c648-xhjqs,6.69229673928519
2023-04-23 14:24:54,adservice-85464c648-xhjqs,6.69229673928519
2023-04-23 14:24:59,adservice-85464c648-xhjqs,6.69229673928519
2023-04-23 14:25:04,adservice-85464c648-xhjqs,6.69229673928519
2023-04-23 14:25:09,adservice-85464c648-xhjqs,7.286353700426802
2023-04-23 14:25:14,adservice-85464c648-xhjqs,7.286353700426802
2023-04-23 14:25:19,adservice-85464c648-xhjqs,8.119976800066258
2023-04-23 14:25:24,adservice-85464c648-xhjqs,8.119976800066258
2023-04-23 14:25:29,adservice-85464c648-xhjqs,8.119976800066258
2023-04-23 14:25:34,adservice-85464c648-xhjqs,6.635595228691077
2023-04-23 14:25:39,adservice-85464c648-xhjqs,6.635595228691077
2023-04-23 14:25:44,adservice-85464c648-xhjqs,7.507218479306968
2023-04-23 14:25:49,adservice-85464c648-xhjqs,7.507218479306968
2023-04-23 14:25:54,adservice-85464c648-xhjqs,7.507218479306968
2023-04-23 14:25:59,adservice-85464c648-xhjqs,8.111702127659616
2023-04-23 14:26:04,adservice-85464c648-xhjqs,8.111702127659616
2023-04-23 14:26:09,adservice-85464c648-xhjqs,7.823960880195606
2023-04-23 14:26:14,adservice-85464c648-xhjqs,7.823960880195606
2023-04-23 14:26:19,adservice-85464c648-xhjqs,11.837321383275544
2023-04-23 14:26:24,adservice-85464c648-xhjqs,11.837321383275544
2023-04-23 14:26:29,adservice-85464c648-xhjqs,11.837321383275544
2023-04-23 14:26:34,adservice-85464c648-xhjqs,8.661199668294525
2023-04-23 14:26:39,adservice-85464c648-xhjqs,8.661199668294525
