timestamp,destination_app,source_app,value
2023-04-01 14:05:43,adservice,frontend,
2023-04-01 14:05:48,adservice,frontend,2.049999999930151
2023-04-01 14:05:53,adservice,frontend,2.299999999988358
2023-04-01 14:05:58,adservice,frontend,2.0499999999977474
2023-04-01 14:06:03,adservice,frontend,1.9048387096751667
2023-04-01 14:06:08,adservice,frontend,1.812886597936704
2023-04-01 14:06:13,adservice,frontend,1.7391891891893463
2023-04-01 14:06:18,adservice,frontend,1.6439086294420975
2023-04-01 14:06:23,adservice,frontend,1.5811203319499176
2023-04-01 14:06:28,adservice,frontend,1.5518050541519606
2023-04-01 14:06:33,adservice,frontend,1.5129629629631784
2023-04-01 14:06:38,adservice,frontend,1.4991525423727496
2023-04-01 14:06:43,adservice,frontend,1.5173366834168514
2023-04-01 14:06:48,adservice,frontend,1.5358490566039387
2023-04-01 14:06:53,adservice,frontend,1.5478991596639635
2023-04-01 14:06:58,adservice,frontend,1.5558139534882367
2023-04-01 14:07:03,adservice,frontend,1.6709363957597174
2023-04-01 14:07:08,adservice,frontend,1.7123737373737766
2023-04-01 14:07:13,adservice,frontend,1.7703271028036298
2023-04-01 14:07:18,adservice,frontend,1.9053052325579365
2023-04-01 14:07:23,adservice,frontend,1.9855263157895384
2023-04-01 14:07:28,adservice,frontend,2.160248041775457
2023-04-01 14:07:33,adservice,frontend,2.195425667090127
2023-04-01 14:07:38,adservice,frontend,2.240743073047888
2023-04-01 14:07:43,adservice,frontend,2.351747903043255
2023-04-01 14:07:48,adservice,frontend,2.2678481334326293
2023-04-01 14:07:53,adservice,frontend,1.9960056999423799
2023-04-01 14:07:58,adservice,frontend,1.9181979689676116
2023-04-01 14:08:03,adservice,frontend,1.774977594161834
2023-04-01 14:08:08,adservice,frontend,1.516966238371915
2023-04-01 14:08:13,adservice,frontend,1.4381688466110385
2023-04-01 14:08:18,adservice,frontend,1.452916666666611
2023-04-01 14:08:23,adservice,frontend,1.5182481751824817
2023-04-01 14:08:28,adservice,frontend,1.5759732360097323
2023-04-01 14:08:33,adservice,frontend,1.5712622549020174
2023-04-01 14:08:38,adservice,frontend,1.638135593220508
2023-04-01 14:08:43,adservice,frontend,1.6502406738869106
2023-04-01 14:08:48,adservice,frontend,1.6822274881518247
2023-04-01 14:08:53,adservice,frontend,1.6435196195005115
2023-04-01 14:08:58,adservice,frontend,1.7681654676258722
2023-04-01 14:09:03,adservice,frontend,1.6902147971360937
2023-04-01 14:09:08,adservice,frontend,1.691636141636199
2023-04-01 14:09:13,adservice,frontend,1.6358444714459293
2023-04-01 14:09:18,adservice,frontend,1.6203907203908339
2023-04-01 14:09:23,adservice,frontend,1.5118727050183023
2023-04-01 14:09:28,adservice,frontend,1.5516544117645914
2023-04-01 14:09:33,adservice,frontend,1.554036144578341
2023-04-01 14:09:38,adservice,frontend,1.5456812652067842
2023-04-01 14:09:43,adservice,frontend,1.6992004920050354
2023-04-01 14:09:48,adservice,frontend,1.7804996967878284
2023-04-01 14:09:53,adservice,frontend,1.8096938083337195
2023-04-01 14:09:58,adservice,frontend,1.8261721176685004
2023-04-01 14:10:03,adservice,frontend,1.814003549224224
2023-04-01 14:10:08,adservice,frontend,1.788682168040788
2023-04-01 14:10:13,adservice,frontend,1.716572398189942
2023-04-01 14:10:18,adservice,frontend,1.830897009966882
2023-04-01 14:10:23,adservice,frontend,1.837813477513437
2023-04-01 14:10:28,adservice,frontend,1.8069280343717187
2023-04-01 14:10:33,adservice,frontend,1.7645641025641028
2023-04-01 14:10:38,adservice,frontend,1.8193025540275956
2023-04-01 14:10:43,adservice,frontend,1.8661833489242274
2023-04-01 14:10:48,adservice,frontend,1.8534578571001141
2023-04-01 14:10:53,adservice,frontend,1.8848106712564534
2023-04-01 14:10:58,adservice,frontend,1.8484836065573187
2023-04-01 14:11:03,adservice,frontend,1.8069663442751482
2023-04-01 14:11:08,adservice,frontend,1.6962030075188317
2023-04-01 14:11:13,adservice,frontend,1.772665716322133
2023-04-01 14:11:18,adservice,frontend,1.8167892976588622
2023-04-01 14:11:23,adservice,frontend,1.9615114795918365
2023-04-01 14:11:28,adservice,frontend,2.0678205053547276
2023-04-01 14:11:33,adservice,frontend,2.125243950417361
2023-04-01 14:11:38,adservice,frontend,2.1823341046419733
2023-04-01 14:11:43,adservice,frontend,2.2927567709246626
2023-04-01 14:11:48,adservice,frontend,2.2798174986580526
2023-04-01 14:11:53,adservice,frontend,2.3096972806566876
